rows,System: System Name,Environment,Role,Fixed Asset: Fixed Asset  Name,Install Date,Service Start Date,Service End Date,Notes,OS Type,OS Version,Parent System,
1,att-1A-03-01,,,400HolgerWay,,,,,,,AT&TDataCenter,
2,att-1B-03-01,,,400HolgerWay,,,,,,,AT&TDataCenter,
3,att-1B-06-02,,,400HolgerWay,,,,,,,AT&TDataCenter,
4,att-3B-05-01,,,400HolgerWay,,,,,,,AT&TDataCenter,
5,att-3A-03-01,,,400HolgerWay,,,,,,,AT&TDataCenter,
6,att-3B-05-02,,,400HolgerWay,,,,,,,AT&TDataCenter,
7,att-3B-07-02,,,400HolgerWay,,,,,,,AT&TDataCenter,
8,att-3A-05-02,,,400HolgerWay,,,,,,,AT&TDataCenter,
9,att-3A-07-02,,,400HolgerWay,,,,,,,AT&TDataCenter,
10,att-3A-05-01,,,400HolgerWay,,,,,,,AT&TDataCenter,
11,att-1A-06-02,,,400HolgerWay,,,,,,,AT&TDataCenter,
12,att-3B-03-01,,,400HolgerWay,,,,,,,AT&TDataCenter,
13,att-3A-07-01,,,400HolgerWay,,,,,,,AT&TDataCenter,
14,att-1B-03-02,,,400HolgerWay,,,,,,,AT&TDataCenter,
15,att-1A-03-02,,,400HolgerWay,,,,,,,AT&TDataCenter,
16,att-3B-07-01,,,400HolgerWay,,,,,,,AT&TDataCenter,
17,rw-150-M2,,,1200StrikerAve,,,,,,,RagingWireDataCenter,
18,rw-152-M2,,,1200StrikerAve,,,,,,,RagingWireDataCenter,
19,rw-157-K1,,,1200StrikerAve,,,,,,,RagingWireDataCenter,
20,rw-150-K1,,,1200StrikerAve,,,,,,,RagingWireDataCenter,
21,rw-150-M1,,,1200StrikerAve,,,,,,,RagingWireDataCenter,
22,rw-152-K2,,,1200StrikerAve,,,,,,,RagingWireDataCenter,
1977,launch42-ri5,ri5,launch,A1-23611,8/30/2012,8/30/2012,,,,,,
1978,launch41-ri5,ri5,launch,A1-23614,8/30/2012,8/30/2012,,,,,,
1979,launch40-ri5,ri5,launch,A1-23619,8/30/2012,8/30/2012,,,,,,
1980,launch39-ri5,ri5,launch,A1-23623,8/30/2012,8/30/2012,,,,,,
1981,launch38-ri5,ri5,launch,A1-23620,8/30/2012,8/30/2012,,,,,,
1982,launch37-ri5,ri5,launch,A1-23621,8/30/2012,8/30/2012,,,,,,
1983,launch36-ri5,ri5,launch,A1-23618,8/30/2012,8/30/2012,,,,,,
1984,launch35-ri5,ri5,launch,A1-23622,8/30/2012,8/30/2012,,,,,,
1985,sa20-00-ri5,ri5,database,BEL09122RC,3/2/2012,3/2/2012,,was on BEL08389X2,Solaris,,,
1986,launch20-ri5,ri5,launch,A1-14893,9/15/2011,,,,,,,
1987,pubweb16-ri5,ri5,pubweb,A1-19294,9/15/2011,,,,,,,
1988,launch31-ri5,ri5,launch,A1-19266,9/15/2011,,,,,,,
1989,launch25-ri5,ri5,launch,A1-19270,9/15/2011,,,,,,,
1990,launch19-ri5,ri5,launch,A1-19269,9/15/2011,,,,,,,
1991,pubweb21-ri5,ri5,pubweb,A1-19281,9/15/2011,,,,,,,
1992,pubweb15-ri5,ri5,pubweb,A1-19286,9/15/2011,,,,,,,
1993,app03-ri5-tserv2,ri5,app,A1-18380,7/20/2011,,,,,,,
1994,eventcapture06-ri5,ri5,eventcapture,A1-19280,9/15/2011,,,,,,,
1995,launch30-ri5,ri5,launch,A1-19263,9/15/2011,,,,,,,
1996,launch24-ri5,ri5,launch,A1-19262,9/15/2011,,,,,,,
1997,launch18-ri5,ri5,launch,A1-14894,9/15/2011,,,,,,,
1998,pubweb20-ri5,ri5,pubweb,A1-19296,9/15/2011,,,,,,,
1999,pubweb14-ri5,ri5,pubweb,A1-19298,9/15/2011,,,,,,,
2000,app02-ri5-tserv2,ri5,app,A1-18375,7/20/2011,,,,,,,
2001,eventcapture05-ri5,ri5,eventcapture,A1-19304,9/15/2011,,,,,,,
2002,pubweb04-ri5,ri5,pubweb,A1-14824,,,,,,,,
2003,apacheui04-ri5,ri5,apacheui,A1-17923,,,,,,,,
2004,ws04-ri5,ri5,ws,A1-14854,,,,,,,,
2005,apache04-ri5,ri5,apache,A1-14818,7/1/2013,7/1/2013,,was on A1-14861,,,,
2006,pdu-dc02-d04-1,ri5,,ZA0951003794,,,,,,,,
2007,pdu-dc02-d04-2,ri5,,ZA0951003795,,,,,,,,
2008,reporting03-ri5,ri5,reporting,A1-14819,,,,,,,,
2009,eventcapture03-ri5,ri5,eventcapture,A1-23591,,,,,,,,
2010,admin01-ri5,ri5,admin,A1-28659,,,,was on A1-14839,,,,
2011,downtime05-ri5,ri5,downtime,A1-14917,,,,,,,,
2012,bounce04-ri5,ri5,bounce,A1-14874,,,,,,,,
2013,launch15-ri5,ri5,launch,A1-14901,,,,,,,,
2014,launch10-ri5,ri5,launch,A1-14891,,,,,,,,
2015,launch05-ri5,ri5,launch,A1-14906,,,,,,,,
2016,dca01-ri5,ri5,ui,A1-14810,5/19/2011,,,,,,,
2017,pubweb10-ri5,ri5,pubweb,A1-14807,,,,,,,,
2018,pubweb05-ri5,ri5,pubweb,A1-14858,,,,,,,,
2019,apache05-ri5,ri5,apache,A1-14830,,,,,,,,
2020,pdu-dc02-d04-3,ri5,,ZA0918002493,,,,,,,,
2021,pdu-dc02-d04-4,ri5,,ZA0918002477,,,,,,,,
2022,launch34-ri5,ri5,launch,A1-19275,9/15/2011,,,,,,,
2023,launch28-ri5,ri5,launch,A1-19268,9/15/2011,,,,,,,
2024,launch22-ri5,ri5,launch,A1-19277,9/15/2011,,,,,,,
2025,pubweb18-ri5,ri5,pubweb,A1-19305,9/15/2011,,,,,,,
2026,launch29-ri5,ri5,launch,A1-19279,9/15/2011,,,,,,,
2027,launch23-ri5,ri5,launch,A1-25156,9/15/2011,,,was on A1-19274,,,,
2028,launch17-ri5,ri5,launch,A1-19267,9/15/2011,,,,,,,
2029,pubweb19-ri5,ri5,pubweb,A1-19302,9/15/2011,,,,,,,
2030,pubweb13-ri5,ri5,pubweb,A1-19293,9/15/2011,,,,,,,
2031,app01-ri5-tserv2,ri5,app,A1-18385,7/20/2011,,,,,,,
2032,reporting04-ri5,ri5,reporting,A1-23590,10/1/2012,10/1/2012,,was on A1-14855,,,,
2033,eventcapture04-ri5,ri5,eventcapture,A1-14825,,,,,,,,
2034,pubweb32-ri5,ri5,connect,A1-14845,,,,,,,,
2035,tools04-ri5,ri5,tools,A1-14848,,,,,,,,
2036,team02-ri5,ri5,team,A1-14852,,,,,,,,
2037,teamdb02-ri5,ri5,teamdb,A1-14910,,,,,,,,
2038,bounce03-ri5,ri5,bounce,A1-14872,,,,,,,,
2039,launch14-ri5,ri5,launch,A1-14903,,,,,,,,
2040,launch09-ri5,ri5,launch,A1-14905,,,,,,,,
2041,launch04-ri5,ri5,launch,A1-14892,,,,,,,,
2042,ui04-ri5,ri5,ui,A1-28790,,,,,,,,
2043,pubweb09-ri5,ri5,pubweb,A1-14811,,,,,,,,
2044,launch33-ri5,ri5,launch,A1-19326,9/15/2011,,,,,,,
2045,launch27-ri5,ri5,launch,A1-19264,9/15/2011,,,,,,,
2046,launch21-ri5,ri5,launch,A1-19272,9/15/2011,,,,,,,
2047,pubweb17-ri5,ri5,pubweb,A1-19292,9/15/2011,,,,,,,
2048,launch32-ri5,ri5,launch,A1-28651,9/20/2013,9/20/2013,,,,,,
2049,launch26-ri5,ri5,launch,A1-19265,9/15/2011,,,,,,,
2050,sa21-00-ri5,ri5,db,BEL09122T3,6/18/2012,6/18/2012,,was on BDL10337DF,Solaris,,,
2051,rac02n01-ri5,ri5,RAC,MXQ3180F1Z,6/26/2013,6/26/2013,,,Red Hat,5.6,,
2052,apacheui09-ri5,ri5,apache,A1-28477,7/18/2013,7/18/2013,,,Centos,,,
2053,reportingdb05-ri5,ri5,reportingDB,A1-27840,5/31/2013,5/31/2013,,,Windows Server,2003,,
2054,aerospike01-ri5,ri5,ShortURL,A1-30023,12/2/2013,12/2/2013,,,,,,
2055,aerospike02-ri5,ri5,ShortURL,A1-30024,12/2/2013,12/2/2013,,,,,,
2056,aerospike03-ri5,ri5,ShortURL,A1-30025,12/2/2013,12/2/2013,,,,,,
2057,rac05n02-ri5,ri5,rac,MXQ3180F20,11/4/2013,11/4/2013,,,RedHat,,,
2058,reportingdb08-ri5,ri5,reportingdb,A1-28812,8/14/2013,8/14/2013,,,Windows,,,
2059,rac01n05-ri5,ri5,RAC,MXQ2490LS3,6/19/2013,6/19/2013,,,,,,
2060,gateway02-ri5,ri5,gateway,A1-28656,10/21/2013,10/21/2013,,,,,,
2061,listener02-ri5,ri5,listener,A1-28803,10/21/2013,10/21/2013,,,,,,
2062,listener01-ri5,ri5,listener,A1-28796,10/21/2013,10/21/2013,,,,,,
2063,etl02-ri5,ri5,etl,A1-14881,7/23/2012,7/23/2012,,,Centos,6.2,,
2064,launch51-ri5,ri5,launch,A1-28646,8/7/2013,8/7/2013,,,,,,
2065,launch50-ri5,ri5,launch,A1-28657,8/7/2013,8/7/2013,,,,,,
2066,launch49-ri5,ri5,launch,A1-28653,8/7/2013,8/7/2013,,,,,,
2067,launch46-ri5,ri5,launch,A1-28649,8/7/2013,8/7/2013,,,,,,
2068,launch55-ri5,ri5,launch,A1-28648,8/7/2013,8/7/2013,,,,,,
2069,launch52-ri5,ri5,launch,A1-28652,8/7/2013,8/7/2013,,,,,,
2070,launch53-ri5,ri5,launch,A1-28655,8/7/2013,8/7/2013,,,,,,
2071,launch48-ri5,ri5,launch,A1-28650,8/7/2013,8/7/2013,,,,,,
2072,launch54-ri5,ri5,launch,A1-28647,8/7/2013,8/7/2013,,,,,,
2073,launch47-ri5,ri5,launch,A1-28654,8/7/2013,8/7/2013,,,,,,
2074,etl01-ri5,ri5,etl,A1-14879,7/19/2012,7/24/2012,,,Centos,6.2,,
2075,reportingdb13-ri5,ri5,reportingDB,A1-29294,10/1/2013,10/1/2013,,,,,,
2076,jms08-ri5,ri5,jms,BEL09197AY,7/1/2013,7/1/2013,,,Solaris,,,
2077,ws05-ri5,ri5,ws,A1-28793,9/10/2013,9/10/2013,,,,,,
2078,sa23-00-ri5,ri5,db,BEL09197B1,11/1/2012,11/1/2012,,,Solaris,,,
2079,etl05-ri5,ri5,etl,A1-14882,9/27/2013,9/27/2013,,,,,,
2080,rac05n01-ri5,ri5,rac,MXQ3180F23,11/4/2013,11/4/2013,,,RedHat,,,
2081,reportingdb12-ri5,ri5,reportingDB,A1-29293,10/1/2013,10/1/2013,,,,,,
2082,sa30-00-ri5,ri5,db,BEL09122UJ,11/5/2012,11/5/2012,,,,,,
2083,sa08-00-ri5,ri5,database,BDF1124F67,7/8/2011,,,,,,,
2084,sa05-00-ri5,ri5,database,BDL10337CE,,,,,,,,
2085,jms03-ri5,ri5,JMS,BDL10337DE,,,,,,,,
2086,reportingdb03-ri5,ri5,ReportingDB,A1-15726,,,,,windows server,2003 enterprise,,
2087,rac01n03-ri5,ri5,RAC,USE119N8TJ,5/19/2011,,,,Redhat,5.6,,
2088,etl03-ri5,ri5,ETL,A1-14875,,,,,,,,
2089,sa10-00-ri5,ri5,DCA,BDL11180D6,7/6/2011,,,,,,,
2090,sa07-00-ri5,ri5,database,BDL10337D6,,,,,,,,
2091,sa04-00-ri5,ri5,database,BDL10337DC,,,,,,,,
2092,sa04-00-tserv2,ri5,ETL PROD PSO DB,BDL10337E2,,,,,,,,
2093,sa02-00-tserv2,ri5,ETL DEV PSO DB,BDL10337CF,,,,,,,,
2094,jms02-ri5,ri5,JMS,BDL10337D8,,,,,,,,
2095,reportingdb02-ri5,ri5,ReportingDB,A1-29267,,1/24/2014,,was on A1-15727,windows server,2003 enterprise,,
2096,rac01n02-ri5,ri5,RAC,USE119N8TG,5/19/2011,,,,Redhat,5.6,,
2097,sa01-00-ri5,ri5,database,BCF074705U,,,,,,,,
2098,jms04-ri5,ri5,jms,BDL11180D4,9/6/2011,,,,,,,
2099,sa09-00-ri5,ri5,DCA,BDL112304D,7/6/2011,,,,,,,
2100,sa06-00-ri5,ri5,database,BDL10337E3,,,,,,,,
2101,sa03-00-ri5,ri5,database,BDL10337D4,,,,,,,,
2102,sa03-00-tserv2,ri5,ETL PROD PSO DB,BDL10337CC,,,,,,,,
2103,sa01-00-tserv2,ri5,ETL DEV PSO DB,BDL10337D0,,,,,,,,
2104,jms01-ri5,ri5,JMS,BDL10337D5,,,,,,,,
2105,reportingdb04-ri5,ri5,ReportingDB,A1-15728,,,,,windows server,2003 enterprise,,
2106,reportingdb01-ri5,ri5,ReportingDB,A1-15729,,,,,windows server,2003 enterprise,,
2107,rac01n01-ri5,ri5,RAC,USE119N8YH,5/19/2011,,,,Redhat,5.6,,
2108,pubweb31-ri5-ri5,ri5,connect,A1-14833,,,,,,,,
2109,tools03-ri5,ri5,tools,A1-14801,,,,was on A1-14857,,,,
2110,admin02-ri5,ri5,admin,A1-28658,,,,was on A1-14816,,,,
2111,downtime03-ri5,ri5,downtime,A1-14914,,,,,,,,
2112,bounce02-ri5,ri5,bounce,A1-14873,,,,,,,,
2113,launch13-ri5,ri5,launch,A1-14902,,,,,,,,
2114,launch08-ri5,ri5,launch,A1-14908,,,,,,,,
2115,launch03-ri5,ri5,launch,A1-14895,,,,,,,,
2116,ui03-ri5,ri5,ui,A1-23605,,,,Was On A1-14838,,,,
2117,pubweb08-ri5,ri5,pubweb,A1-14829,,,,,,,,
2118,pubweb03-ri5,ri5,pubweb,A1-14849,,,,,,,,
2119,apacheui03-ri5,ri5,apacheui,A1-14864,,,,,,,,
2120,ws03-ri5,ri5,ws,A1-14837,,,,,,,,
2121,apache08-ri5,ri5,apache,A1-14851,,,,,,,,
2122,apache03-ri5,ri5,apache,A1-21695,,,,,,,,
2123,spam02-ri5,ri5,spam,A1-14803,,,,,,,,
2124,reporting02-ri5,ri5,reporting,A1-18389,,,,,,,,
2125,eventcapture02-ri5,ri5,eventcapture,A1-14862,,,,,,,,
2126,pubweb30-ri5,ri5,connect,A1-14821,,,,,,,,
2127,tools02-ri5,ri5,tools,A1-23586,,,,was on A1-14823,,,,
2128,downtime02-ri5,ri5,downtime,A1-14918,,,,,,,,
2129,bounce01-ri5,ri5,bounce,A1-14869,,,,,,,,
2130,launch12-ri5,ri5,launch,A1-14904,,,,,,,,
2131,launch07-ri5,ri5,launch,A1-14907,,,,,,,,
2132,launch02-ri5,ri5,launch,A1-14900,,,,,,,,
2133,ui02-ri5,ri5,ui,A1-28799,,,,,,,,
2134,pubweb12-ri5,ri5,pubweb,A1-14808,,,,,,,,
2135,pubweb07-ri5,ri5,pubweb,A1-14859,,,,,,,,
2136,pubweb02-ri5,ri5,pubweb,A1-14865,,,,,,,,
2137,apacheui02-ri5,ri5,apacheui,A1-14838,,,,,,,,
2138,ws02-ri5,ri5,ws,A1-14847,,,,,,,,
2139,apache07-ri5,ri5,apache,A1-14804,,,,,,,,
2140,apache02-ri5,ri5,apache,A1-14828,,,,,,,,
2141,launch01-ri5,ri5,launch,A1-14897,,,,,,,,
2142,spam01-ri5,ri5,spam,A1-14844,,,,,,,,
2143,reporting01-ri5,ri5,reporting,A1-20551,,,,,Centos,,,
2144,eventcapture01-ri5,ri5,eventcapture,A1-14806,,,,,,,,
2145,fusion01-ri5,ri5,connect,A1-14827,,,,,,,,
2146,tools01-ri5,ri5,tools,A1-23609,,,,"was on A1-14828, rekicked",,,,
2147,team01-ri5,ri5,team,A1-14841,,,,,,,,
2148,teamdb01-ri5,ri5,teamdb,A1-14912,,,,,,,,
2149,downtime01-ri5,ri5,downtime,A1-14916,,,,,,,,
2150,launch16-ri5,ri5,launch,A1-14899,,,,,,,,
2151,launch11-ri5,ri5,launch,A1-14898,,,,,,,,
2152,launch06-ri5,ri5,launch,A1-14896,,,,,,,,
2153,dca02-ri5,ri5,ui,A1-14831,5/19/2011,,,,,,,
2154,ui01-ri5,ri5,ui,A1-26937,8/26/2013,8/26/2013,,was on A1-28795,,,,
2155,pubweb11-ri5,ri5,pubweb,A1-14826,,,,,,,,
2156,pubweb06-ri5,ri5,pubweb,A1-14817,,,,,,,,
2157,pubweb01-ri5,ri5,pubweb,A1-14835,,,,,,,,
2158,apacheui01-ri5,ri5,apacheui,A1-14823,,,,,,,,
2159,ws01-ri5,ri5,ws,A1-14815,,,,,,,,
2160,apache06-ri5,ri5,apache,A1-14814,,,,,,,,
2161,apache01-ri5,ri5,apache,A1-14861,,,,,,,,
2162,launch44-ri5,ri5,launch,A1-19320,8/30/2012,8/30/2012,,,,,,
2163,launch45-ri5,ri5,launch,A1-19337,8/30/2012,8/30/2012,,,,,,
2164,apache21-ri5,ri5,apache,A1-22437,12/14/2012,12/14/2012,,,,,,
2165,admin03-ri5,ri5,admin,A1-27054,12/10/2012,12/10/2012,,,,,,
2166,icr03-ri5,ri5,icr,A1-23615,8/23/2012,8/23/2012,,,,,,
2167,icr01-ri5,ri5,icr,A1-23612,8/23/2012,8/23/2012,,,,,,
2168,mysqlcms02-ri5,ri5,icr db,A1-23627,8/23/2012,8/23/2012,,,,,,
2169,rac06n02-ri5,ri5,RAC,MXQ3180F1Y,6/26/2013,6/26/2013,,,Red Hat,5.6,,
2170,apacheui10-ri5,ri5,apache,A1-28475,7/18/2013,7/18/2013,,,Centos,,,
2171,reportingdb06-ri5,ri5,reportingDB,A1-27841,5/31/2013,5/31/2013,,,Windows Server,2003,,
2172,icr02-ri5,ri5,icr,A1-23613,8/23/2012,8/23/2012,,,,,,
2173,mysqlcms01-ri5,ri5,icr db,A1-23629,8/23/2012,8/23/2012,,,,,,
2174,apacheui12-ri5,ri5,apache,A1-28472,7/18/2013,7/18/2013,,,Centos,,,
2175,rac02n03-ri5,ri5,RAC,MXQ3180F21,6/26/2013,6/26/2013,,,Red Hat,5.6,,
2176,rac06n01-ri5,ri5,RAC,MXQ3180F22,6/26/2013,6/26/2013,,,Red Hat,5.6,,
2177,rac02n02-ri5,ri5,RAC,MXQ3180F1V,6/26/2013,6/26/2013,,,Red Hat,5.6,,
2178,apacheui11-ri5,ri5,apache,A1-26936,7/18/2013,7/18/2013,,,Centos,,,
2179,sa02-00-ri5,ri5,db,BDL094504A,6/18/2012,6/18/2012,,,Solaris,,,
2180,mysqlcache02-ri5,ri5,iddp cache,A1-26766,3/22/2013,3/22/2013,,,,,,
2181,mysqlmeta02-ri5,ri5,iddp meta,A1-26761,3/22/2013,3/22/2013,,,,,,
2182,mysqlcache01-ri5,ri5,iddp cache,A1-26765,3/22/2013,3/22/2013,,,,,,
2183,mysqlmeta03-ri5,ri5,iddp meta,A1-26760,3/22/2013,3/22/2013,,,,,,
2184,datapub02-ri5,ri5,iddp datapub,A1-26764,3/22/2013,3/22/2013,,,,,,
2185,datapub01-ri5,ri5,iddp datapub,A1-26763,3/22/2013,3/22/2013,,,,,,
2186,mysqlmeta01-ri5,ri5,iddp meta,A1-26762,3/22/2013,3/22/2013,,,,,,
2187,iqe01-ri5,ri5,iqe,A1-29963,12/5/2013,12/5/2013,,,,,,
2188,connect06-ri5,ri5,connect,A1-29974,12/6/2013,12/6/2013,,,,,,
2189,connect08-ri5,ri5,connect,A1-29960,12/6/2013,12/6/2013,,,,,,
2190,connect07-ri5,ri5,connect,A1-29968,12/6/2013,12/6/2013,,,,,,
2191,iqe02-ri5,ri5,iqe,A1-29973,12/5/2013,12/5/2013,,,,,,
2192,connect05-ri5,ri5,connect,A1-29976,12/6/2013,12/6/2013,,,,,,
2193,launch56-ri5,ri5,launch,A1-29979,12/31/2013,12/31/2013,,,,,,
2194,launch57-ri5,ri5,launch,A1-29978,12/31/2013,12/31/2013,,,,,,
2195,rac01n04-ri5,ri5,rac,USE203SK82,1/24/2012,1/24/2012,,,Redhat,5.6,,
2196,admin04-ri5,ri5,admin,A1-29962,1/20/2014,1/20/2014,,,,,,
2197,sa11-00-ri5,ri5,database,BEF1019022,6/27/2014,6/27/2014,,,,,,
2198,sa24-00-ri5,ri5,database,BCF074704G,2/26/2014,2/26/2014,,,,,,
2199,rpmbuild04-dc2,ri5,rpmbuild,A1-29975,1/24/2014,1/24/2014,,,,,,
2200,reportingdb11-ri5,ri5,reportingdb,A1-28813,8/14/2013,8/14/2013,,,Windows,,,
2201,reportingdb09-ri5,ri5,reportingdb,A1-28815,8/14/2013,8/14/2013,,,Windows,,,
2202,reportingdb07-ri5,ri5,reportingdb,A1-28810,8/14/2013,8/14/2013,,,Windows,,,
2203,gateway01-ri5,ri5,gateway,A1-28480,10/21/2013,10/21/2013,,,,,,
2204,reportingdb10-ri5,ri5,reportingdb,A1-29292,8/14/2013,10/17/2013,,was on A1-28811,Windows,,,
2205,etl04-ri5,ri5,etl,A1-25578,8/1/2013,8/1/2013,,,,,,
2206,jms07-ri5,ri5,ri5 jms,BDL11180D1,7/1/2013,7/1/2013,,,Solaris,,,
2207,app04-ri5-tserv2,ri5-tserv2,app,A1-22454,12/27/2012,12/27/2012,,,,,,
2208,app05-ri5-tserv2,ri5-tserv2,app,A1-23582,12/27/2012,12/27/2012,,,,,,
2209,app06-ri5-tserv2,ri5-tserv2,app,A1-22452,12/27/2012,12/27/2012,,,,,,
2210,apachertm01-dc1,rtm,apache,A1-26954,7/1/2013,7/1/2013,,,,,,
2211,tmws15-ri4,rtm,tmws,A1-14836,9/9/2013,9/9/2013,,,,,,
2212,tmws16-ri4,rtm,tmws,A1-15700,9/9/2013,9/9/2013,,,,,,
2213,mta06-dc1,RTM,mta,P1237030114,,,,,,,,
2214,mta05-dc1,RTM,mta,P1238100128,,,,,,,,
2215,apachertm03-dc1,rtm,apache,A1-26956,7/1/2013,7/1/2013,,was on P1238060001,,,,
2216,apachertm04-dc1,rtm,apache,A1-26955,7/1/2013,7/1/2013,,was on P1238060002,,,,
2217,apachertm02,rtm,apache,A1-26951,7/1/2013,7/1/2013,,was on P1238060003,,,,
2218,rtmdb02-prod,rtm,rtm db,P1238060094,,,,,,,,
2219,rtmdb01-prod,rtm,MySQL.DB,P1238060095,,,,,,,,
2220,dico,rtm,MySQL.DB,P1238060055,,,,,,,,
2221,dairo,rtm,MySQL.DB,P1238060054,,,,,,,,
2222,descom,rtm,MySQL.DB,P1238060056,,,,,,,,
2223,defsmac,rtm,MySQL.DB,P1238060057,,,,,,,,
2224,mysqlnode04-rtm2,rtm2,mysqlnode,P1239010867,,,,,,,,
2225,mysqlnode02-rtm2,rtm2,mysqlnode,P1239010868,,,,,,,,
2226,apache02-rtm2,rtm2,apache,A1-21693,,,,,,,,
2227,mysqladmin02-rtm2,rtm2,mysqladmin,P1238100550,,,,,,,,
2228,mta02-rtm2,rtm2,mta,P1239010891,,,,,,,,
2229,mta01-rtm2,rtm2,mta,P1237060379,,,,,,,,
2230,mysqlnode03-rtm2,rtm2,mysqlnode,P1239010870,,,,,,,,
2231,mysqlnode01-rtm2,rtm2,mysqlnode,P1239010869,,,,,,,,
2232,apache01-rtm2,rtm2,apache,A1-18378,,,,,,,,
2233,mysqladmin01-rtm2,rtm2,mysqladmin,P1238100536,,,,,,,,
2234,smpcl02,smpc,load,A1-22508,6/6/2012,6/6/2012,,,Windows,2003_R2_standard_32bit,,
2235,hornet,smpc,load,54L2W81,,,,,,,,
2236,mig,smpc,load,5NK2W81,,,,,,,,
2237,javelin,smpc,load,9NK2W81,,,,,,,,
2238,cmpcl02,smpc,load,950WS61,,,,,,,,
2239,helix,smpc,load,64L2W81,,,,,,,,
2240,prithvi,smpc,load,4NK2W81,,,,,,,,
2241,viking,smpc,query,84S7Q51,,,,,,,,
2242,saw,smpc,query,HRXBS51,,,,,,,,
2243,bams,smpc,load,CNK2W81,,,,,,,,
2244,SMPCL01,smpc,load,2UX93005MN,,,,,,,,
2245,SoMPC-array1,smpc,EL.Array,B003093,,,,,,,,
2246,SoMPC-array2,smpc,EL.Array,B003061,,,,,,,,
2247,SoMPC-array3,smpc,EL.Array,B003076,,,,,,,,
2248,SoMPC-array4,smpc,EL.Array,B003296,,,,,,,,
2249,SoMPC-array5,smpc,EL.Array,B003340,,,,,,,,
2250,smpcl05,smpc,mpc,2UX95101H0,,,,,,,,
2251,SoMPC-array6,smpc,EL.Array,B035663,,,,,,,,
2252,dragon,smpc,mpc.controller,USE705N6VZ,,,,,,,,
2253,igla,smpc,bdc,H4S7Q51,,,,,,,,
2254,hawk,smpc,adic,9M15Q51,,,,,,,,
2255,SMPCL03,smpc,load,2UX93705HA,,,,,,,,
2256,glock-MPC,smpc,load,8NK2W81,,,,,,,,
2257,launch60-sp1,sp1,launch,A1-23027,9/13/2012,9/13/2012,,,,,,
2258,eventcapture02-sp1,sp1,logger,P1238100529,10/27/2011,,,,,,,
2259,eventcapture01-sp1,sp1,logger,P1238100548,10/27/2011,,,,,,,
2260,spam02-sp1,sp1,spam,P1238100556,,,,,,,,
2261,spam01-sp1,sp1,spam,P1238100528,,,,,,,,
2262,admin02-sp1,sp1,admin,P1238100532,,,,,,,,
2263,admin01-sp1,sp1,admin,P1238100531,,,,,,,,
2264,sf2ri02-sp1,sp1,sf2ri,P1238100543,,,,,,,,
2265,sf2ri01-sp1,sp1,sf2ri,P1238100555,,,,,,,,
2266,downtime02-sp1,sp1,downtime,P1238100523,,,,,,,,
2267,downtime01-sp1,sp1,downtime,P1238100520,,,,,,,,
2268,ui02-sp1,sp1,ui,P1238100567,,,,,,,,
2269,ui01-sp1,sp1,ui,P1238100564,,,,,,,,
2270,launch02-sp1,sp1,launch,P1238100507,,,,,,,,
2271,launch01-sp1,sp1,launch,P1238100506,,,,,,,,
2272,launch05-sp1,sp1,bounce,P1238100515,10/27/2011,,,,,,,
2273,bounce01-sp1,sp1,bounce,P1238100513,,,,,,,,
2274,pubweb02-sp1,sp1,pubweb,P1238100554,,,,,,,,
2275,pubweb01-sp1,sp1,pubweb,P1238100557,,,,,,,,
2276,dca01-sp1,sp1,tools,P1238100559,10/27/2011,,,,,,,
2277,tools01-sp1,sp1,tools,P1238100552,,,,,,,,
2278,launch04-sp1,sp1,launch,P1239010799,,,,,,,,
2279,launch03-sp1,sp1,launch,P1239010798,,,,,,,,
2280,connect01-sp1,sp1,connect,P1238100566,,,,,,,,
2281,teamdb02-sp1,sp1,teamdb,P1238100525,,,,,,,,
2282,teamdb01-sp1,sp1,teamdb,P1238100526,,,,,,,,
2283,team02-sp1,sp1,team,P1238100541,,,,,,,,
2284,team01-sp1,sp1,team,P1238100538,,,,,,,,
2285,webservice02-sp1,sp1,webservice,P1238100535,,,,,,,,
2286,webservice01-sp1,sp1,webservice,P1238100527,,,,,,,,
2287,connect02-sp1,sp1,connect,P1238100569,,,,,,,,
2288,mysqlcms02-sp1,sp1,icr db,A1-22476,10/18/2011,7/16/2012,,,Centos,6.2,,
2289,mysqlcms01-sp1,sp1,icr db,A1-22470,10/18/2011,7/16/2012,,,Centos,6.2,,
2290,apacheui02-sp1,sp1,apacheui,P1238100542,5/24/2011,,,,,,,
2291,apacheui01-sp1,sp1,apache,P1238100534,5/24/2011,,,,,,,
2292,aerospike02-sp1,sp1,ShortURL,A1-30026,12/2/2013,12/2/2013,,,,,,
2293,aerospike01-sp1,sp1,ShortURL,A1-30027,12/2/2013,12/2/2013,,,,,,
2294,rac05n01-sp1,sp1,rac,MXQ3180F1W,11/4/2013,11/4/2013,,,RedHat,,,
2295,rac05n02-sp1,sp1,rac,MXQ3180DW3,11/4/2013,11/4/2013,,,RedHat,,,
2296,rac04n01-sp1,sp1,rac,MXQ3180F1X,11/4/2013,11/4/2013,,,RedHat,,,
2297,rac04n02-sp1,sp1,rac,MXQ3180F24,11/4/2013,11/4/2013,,,RedHat,,,
2298,icr01-sp1,sp1,icr,A1-19273,7/25/2012,7/25/2012,,,Centos,6.2,,
